"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FAM1213_1K","FAM1450_1K","FAM19191_1K","FAM22076_1K","FAM23285_1K","FAM8102_1K"
"group_1541","","hypothetical protein","1","1","1","177","2","178","4","","224","224","224","FAM1213_1K_00910","","","","",""
"group_1542","","hypothetical protein","1","1","1","181","7","181","8","","419","419","419","FAM1213_1K_00974","","","","",""
"group_1543","","hypothetical protein","1","1","1","181","8","181","7","","365","365","365","FAM1213_1K_00984","","","","",""
"group_1544","","hypothetical protein","1","1","1","181","9","181","6","","200","200","200","FAM1213_1K_00992","","","","",""
"group_1545","","hypothetical protein","1","1","1","181","11","181","4","","266","266","266","FAM1213_1K_00994","","","","",""
"group_1546","","hypothetical protein","1","1","1","181","14","181","3","","986","986","986","FAM1213_1K_00995","","","","",""
"group_1547","","hypothetical protein","1","1","1","181","13","181","2","","497","497","497","FAM1213_1K_00999","","","","",""
"group_1548","","hypothetical protein","1","1","1","181","12","181","1","","335","335","335","FAM1213_1K_01000","","","","",""
"group_1549","","hypothetical protein","1","1","1","193","2","193","2","","779","779","779","FAM1213_1K_01020","","","","",""
"group_1550","","hypothetical protein","1","1","1","193","1","193","1","","755","755","755","FAM1213_1K_01027","","","","",""
"group_1551","","hypothetical protein","1","1","1","171","1","169","6","","173","173","173","FAM1213_1K_01038","","","","",""
"group_1552","","hypothetical protein","1","1","1","171","6","169","4","","515","515","515","FAM1213_1K_01052","","","","",""
"group_1553","","hypothetical protein","1","1","1","183","7","183","10","","278","278","278","FAM1213_1K_01082","","","","",""
"group_1555","","hypothetical protein","1","1","1","183","4","183","13","","1838","1838","1838","FAM1213_1K_01090","","","","",""
"group_1556","","hypothetical protein","1","1","1","183","3","183","14","","1325","1325","1325","FAM1213_1K_01091","","","","",""
"group_1557","","hypothetical protein","1","1","1","183","2","183","1","","2231","2231","2231","FAM1213_1K_01092","","","","",""
"group_1558","","hypothetical protein","1","1","1","128","4","124","4","","425","425","425","FAM1213_1K_01122","","","","",""
"group_1559","","hypothetical protein","1","1","1","128","3","124","3","","797","797","797","FAM1213_1K_01123","","","","",""
"group_1560","","hypothetical protein","1","1","1","128","2","124","2","","245","245","245","FAM1213_1K_01124","","","","",""
"group_1562","","hypothetical protein","1","1","1","193","24","193","24","","758","758","758","FAM1213_1K_01132","","","","",""
"group_1563","","hypothetical protein","1","1","1","193","25","193","25","","377","377","377","FAM1213_1K_01133","","","","",""
"group_1564","","hypothetical protein","1","1","1","193","26","193","26","","371","371","371","FAM1213_1K_01134","","","","",""
"group_1565","","hypothetical protein","1","1","1","193","27","193","27","","221","221","221","FAM1213_1K_01136","","","","",""
"group_1566","","hypothetical protein","1","1","1","193","28","193","28","","689","689","689","FAM1213_1K_01145","","","","",""
"group_1567","","hypothetical protein","1","1","1","193","29","193","29","","977","977","977","FAM1213_1K_01146","","","","",""
"group_1569","","Calcium-transporting ATPase 1","1","1","1","5","1","58","2","Investigate","455","455","455","FAM1213_1K_01196","","","","",""
"group_1570","","hypothetical protein","1","1","1","126","4","129","1","","347","347","347","FAM1213_1K_01211","","","","",""
"group_1571","","hypothetical protein","1","1","1","126","3","129","2","","380","380","380","FAM1213_1K_01212","","","","",""
"group_1572","","hypothetical protein","1","1","1","126","2","129","3","","542","542","542","FAM1213_1K_01213","","","","",""
"group_1573","","hypothetical protein","1","1","1","126","1","129","4","","365","365","365","FAM1213_1K_01214","","","","",""
"group_1574","","hypothetical protein","1","1","1","114","3","115","3","","1769","1769","1769","FAM1213_1K_01234","","","","",""
"group_1575","","hypothetical protein","1","1","1","114","2","115","1","","1769","1769","1769","FAM1213_1K_01235","","","","",""
"group_1576","","hypothetical protein","1","1","1","155","1","157","1","","362","362","362","FAM1213_1K_01240","","","","",""
"group_1577","","hypothetical protein","1","1","1","155","2","157","6","","335","335","335","FAM1213_1K_01241","","","","",""
"gmuR_1","","HTH-type transcriptional regulator GmuR","1","1","1","","","","","","617","617","617","FAM1213_1K_01242","","","","",""
"group_1579","","hypothetical protein","1","1","1","155","5","157","3","","215","215","215","FAM1213_1K_01246","","","","",""
"group_158","","hypothetical protein","1","1","1","199","20","199","22","","1226","1226","1226","","FAM1450_1K_00970","","","",""
"group_1588","","hypothetical protein","1","1","1","196","14","196","1","","341","341","341","FAM1213_1K_01275","","","","",""
"group_1589","","hypothetical protein","1","1","1","196","4","196","2","","1313","1313","1313","FAM1213_1K_01276","","","","",""
"group_159","","hypothetical protein","1","1","1","72","1","75","1","Investigate","341","341","341","","FAM1450_1K_01468","","","",""
"group_1596","","hypothetical protein","1","1","1","84","2","34","2","Investigate","656","656","656","FAM1213_1K_01316","","","","",""
"group_1597","","hypothetical protein","1","1","1","84","1","34","1","Investigate","476","476","476","FAM1213_1K_01319","","","","",""
"group_1598","","hypothetical protein","1","1","1","173","6","170","4","","437","437","437","FAM1213_1K_01323","","","","",""
"group_1599","","Oleate hydratase","1","1","1","173","7","170","5","","1289","1289","1289","FAM1213_1K_01324","","","","",""
"group_1600","","Oleate hydratase","1","1","1","173","8","170","6","","449","449","449","FAM1213_1K_01325","","","","",""
"group_1601","","hypothetical protein","1","1","1","173","9","170","7","","158","158","158","FAM1213_1K_01326","","","","",""
"group_1602","","hypothetical protein","1","1","1","173","10","170","8","","233","233","233","FAM1213_1K_01327","","","","",""
"cspL","","Cold shock protein 2","1","1","1","","","","","","197","197","197","FAM1213_1K_01335","","","","",""
"group_1604","","hypothetical protein","1","1","1","173","3","170","12","","1256","1256","1256","FAM1213_1K_01336","","","","",""
"group_1607","","hypothetical protein","1","1","1","173","2","170","2","","179","179","179","FAM1213_1K_01341","","","","",""
"group_1608","","hypothetical protein","1","1","1","173","1","170","1","","950","950","950","FAM1213_1K_01343","","","","",""
"group_1609","","hypothetical protein","1","1","1","200","98","200","10","","380","380","380","FAM1213_1K_01350","","","","",""
"group_161","","hypothetical protein","1","1","1","130","2","120","2","","779","779","779","","","","FAM22076_1K_01484","",""
"group_1610","","hypothetical protein","1","1","1","200","97","200","9","","272","272","272","FAM1213_1K_01351","","","","",""
"group_1611","","hypothetical protein","1","1","1","200","100","200","8","","329","329","329","FAM1213_1K_01352","","","","",""
"group_1612","","hypothetical protein","1","1","1","200","101","200","7","","302","302","302","FAM1213_1K_01353","","","","",""
"group_1613","","hypothetical protein","1","1","1","200","102","200","6","","401","401","401","FAM1213_1K_01354","","","","",""
"group_1614","","hypothetical protein","1","1","1","200","108","200","17","","182","182","182","FAM1213_1K_01356","","","","",""
"group_1615","","hypothetical protein","1","1","1","200","106","200","15","","266","266","266","FAM1213_1K_01362","","","","",""
"group_1616","","hypothetical protein","1","1","1","200","105","200","14","","416","416","416","FAM1213_1K_01363","","","","",""
"group_1617","","hypothetical protein","1","1","1","200","104","200","13","","1193","1193","1193","FAM1213_1K_01364","","","","",""
"group_1618","","hypothetical protein","1","1","1","89","1","77","2","Investigate","491","491","491","FAM1213_1K_01380","","","","",""
"group_1619","","hypothetical protein","1","1","1","89","2","77","1","Investigate","455","455","455","FAM1213_1K_01381","","","","",""
"group_1621","","hypothetical protein","1","1","1","175","1","175","1","","986","986","986","FAM1213_1K_01392","","","","",""
"group_1622","","hypothetical protein","1","1","1","175","2","175","2","","731","731","731","FAM1213_1K_01395","","","","",""
"group_1623","","hypothetical protein","1","1","1","175","3","175","3","","167","167","167","FAM1213_1K_01396","","","","",""
"group_1624","","hypothetical protein","1","1","1","175","4","175","4","","380","380","380","FAM1213_1K_01397","","","","",""
"group_1626","","hypothetical protein","1","1","1","175","6","175","6","","737","737","737","FAM1213_1K_01399","","","","",""
"group_1627","","hypothetical protein","1","1","1","175","7","175","13","","749","749","749","FAM1213_1K_01400","","","","",""
"group_1628","","hypothetical protein","1","1","1","175","8","175","12","","644","644","644","FAM1213_1K_01401","","","","",""
"group_1629","","hypothetical protein","1","1","1","175","9","175","11","","890","890","890","FAM1213_1K_01402","","","","",""
"group_1630","","hypothetical protein","1","1","1","175","10","175","10","","557","557","557","FAM1213_1K_01403","","","","",""
"group_1631","","hypothetical protein","1","1","1","175","11","175","9","","131","131","131","FAM1213_1K_01404","","","","",""
"group_1632","","putative FAD-linked oxidoreductase","1","1","1","175","12","175","8","","722","722","722","FAM1213_1K_01405","","","","",""
"group_1633","","hypothetical protein","1","1","1","175","13","175","7","","431","431","431","FAM1213_1K_01406","","","","",""
"group_1634","","hypothetical protein","1","1","1","152","1","149","1","","248","248","248","FAM1213_1K_01413","","","","",""
"group_1635","","hypothetical protein","1","1","1","152","6","149","2","","314","314","314","FAM1213_1K_01414","","","","",""
"luxS","","S-ribosylhomocysteine lyase","1","1","1","","","","","","476","476","476","FAM1213_1K_01423","","","","",""
"group_1638","","hypothetical protein","1","1","1","182","1","182","1","","176","176","176","FAM1213_1K_01429","","","","",""
"group_1639","","hypothetical protein","1","1","1","182","2","182","2","","452","452","452","FAM1213_1K_01430","","","","",""
"group_1641","","putative AAA domain-containing protein","1","1","1","182","4","182","4","","1262","1262","1262","FAM1213_1K_01432","","","","",""
"group_1642","","hypothetical protein","1","1","1","182","5","182","5","","230","230","230","FAM1213_1K_01433","","","","",""
"group_1643","","Nitronate monooxygenase","1","1","1","182","6","182","6","","632","632","632","FAM1213_1K_01434","","","","",""
"group_1644","","hypothetical protein","1","1","1","182","7","182","7","","227","227","227","FAM1213_1K_01435","","","","",""
"group_1646","","hypothetical protein","1","1","1","182","9","182","9","","548","548","548","FAM1213_1K_01437","","","","",""
"group_1647","","hypothetical protein","1","1","1","182","10","182","10","","311","311","311","FAM1213_1K_01438","","","","",""
"group_1648","","hypothetical protein","1","1","1","182","11","182","11","","146","146","146","FAM1213_1K_01439","","","","",""
"group_1649","","hypothetical protein","1","1","1","182","16","182","12","","536","536","536","FAM1213_1K_01440","","","","",""
"group_1650","","hypothetical protein","1","1","1","182","15","182","16","","848","848","848","FAM1213_1K_01441","","","","",""
"group_1651","","hypothetical protein","1","1","1","182","14","182","15","","197","197","197","FAM1213_1K_01442","","","","",""
"group_1652","","hypothetical protein","1","1","1","182","13","182","14","","329","329","329","FAM1213_1K_01443","","","","",""
"group_1653","","hypothetical protein","1","1","1","182","12","182","13","","227","227","227","FAM1213_1K_01444","","","","",""
"group_1654","","hypothetical protein","1","1","1","200","2","200","118","","161","161","161","FAM1213_1K_01451","","","","",""
"group_1655","","hypothetical protein","1","1","1","200","3","200","119","","362","362","362","FAM1213_1K_01453","","","","",""
"group_1656","","hypothetical protein","1","1","1","200","126","200","120","","386","386","386","FAM1213_1K_01454","","","","",""
"group_1657","","hypothetical protein","1","1","1","200","125","200","121","","236","236","236","FAM1213_1K_01455","","","","",""
"group_1658","","hypothetical protein","1","1","1","200","124","200","122","","1460","1460","1460","FAM1213_1K_01456","","","","",""
"yheI_1","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI","1","1","1","","","","","","716","716","716","","FAM1450_1K_00428","","","",""
"group_1661","","hypothetical protein","1","1","1","198","6","198","52","","449","449","449","FAM1213_1K_01482","","","","",""
"group_1662","","hypothetical protein","1","1","1","198","7","198","53","","428","428","428","FAM1213_1K_01489","","","","",""
"group_1663","","hypothetical protein","1","1","1","198","8","198","54","","551","551","551","FAM1213_1K_01490","","","","",""
"group_1664","","hypothetical protein","1","1","1","198","10","198","50","","188","188","188","FAM1213_1K_01492","","","","",""
"group_1665","","hypothetical protein","1","1","1","198","12","198","48","","875","875","875","FAM1213_1K_01494","","","","",""
"group_1666","","hypothetical protein","1","1","1","198","13","198","47","","383","383","383","FAM1213_1K_01495","","","","",""
"group_1667","","hypothetical protein","1","1","1","198","14","198","46","","182","182","182","FAM1213_1K_01496","","","","",""
"group_1668","","hypothetical protein","1","1","1","198","15","198","45","","1241","1241","1241","FAM1213_1K_01497","","","","",""
"group_167","","hypothetical protein","1","1","1","27","2","79","1","Investigate","170","170","170","","FAM1450_1K_00429","","","",""
"group_1670","","hypothetical protein","1","1","1","198","17","198","43","","638","638","638","FAM1213_1K_01499","","","","",""
"group_1671","","hypothetical protein","1","1","1","198","18","198","42","","305","305","305","FAM1213_1K_01500","","","","",""
"group_1672","","hypothetical protein","1","1","1","198","19","198","41","","887","887","887","FAM1213_1K_01501","","","","",""
"group_1675","","hypothetical protein","1","1","1","197","31","197","2","","389","389","389","FAM1213_1K_01533","","","","",""
"ptsG","","PTS system glucose-specific EIICBA component","1","1","1","199","28","199","28","","629","629","629","FAM1213_1K_01540","","","","",""
"group_1677","","hypothetical protein","1","1","1","197","24","197","23","","320","320","320","FAM1213_1K_01541","","","","",""
"group_1678","","hypothetical protein","1","1","1","197","23","197","22","","386","386","386","FAM1213_1K_01542","","","","",""
"group_1679","","hypothetical protein","1","1","1","197","22","197","21","","491","491","491","FAM1213_1K_01543","","","","",""
"group_1680","","hypothetical protein","1","1","1","197","21","197","20","","497","497","497","FAM1213_1K_01544","","","","",""
"group_1681","","hypothetical protein","1","1","1","197","20","197","19","","827","827","827","FAM1213_1K_01546","","","","",""
"group_1682","","hypothetical protein","1","1","1","21","1","29","1","Investigate","221","221","221","FAM1213_1K_01583","","","","",""
"group_1684","","hypothetical protein","1","1","1","200","113","200","82","","680","680","680","FAM1213_1K_01599","","","","",""
"group_1685","","hypothetical protein","1","1","1","200","114","200","83","","476","476","476","FAM1213_1K_01600","","","","",""
"group_1686","","hypothetical protein","1","1","1","200","31","200","84","","593","593","593","FAM1213_1K_01603","","","","",""
"group_1687","","hypothetical protein","1","1","1","169","6","172","4","","500","500","500","FAM1213_1K_01604","","","","",""
"group_1688","","hypothetical protein","1","1","1","169","7","172","5","","173","173","173","FAM1213_1K_01605","","","","",""
"group_1689","","hypothetical protein","1","1","1","169","8","172","6","","497","497","497","FAM1213_1K_01606","","","","",""
"group_1696","","hypothetical protein","1","1","1","192","2","191","9","","581","581","581","FAM1213_1K_01628","","","","",""
"group_1698","","hypothetical protein","1","1","1","159","1","161","1","","290","290","290","FAM1213_1K_01640","","","","",""
"group_1699","","hypothetical protein","1","1","1","159","9","161","2","","662","662","662","FAM1213_1K_01641","","","","",""
"group_1700","","hypothetical protein","1","1","1","159","8","161","3","","326","326","326","FAM1213_1K_01643","","","","",""
"group_1702","","hypothetical protein","1","1","1","159","5","161","6","","617","617","617","FAM1213_1K_01647","","","","",""
"group_1703","","hypothetical protein","1","1","1","159","4","161","7","","407","407","407","FAM1213_1K_01648","","","","",""
"group_1704","","hypothetical protein","1","1","1","159","3","161","9","","233","233","233","FAM1213_1K_01650","","","","",""
"group_1705","","hypothetical protein","1","1","1","159","2","161","8","","212","212","212","FAM1213_1K_01652","","","","",""
"group_1706","","hypothetical protein","1","1","1","71","1","6","1","Investigate","257","257","257","FAM1213_1K_01656","","","","",""
"group_1707","","hypothetical protein","1","1","1","71","2","6","2","Investigate","599","599","599","FAM1213_1K_01666","","","","",""
"group_1708","","hypothetical protein","1","1","1","170","1","171","1","","386","386","386","FAM1213_1K_01667","","","","",""
"group_1709","","hypothetical protein","1","1","1","170","12","171","2","","248","248","248","FAM1213_1K_01668","","","","",""
"yheI_2","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI","1","1","1","","","","","","788","788","788","","","","FAM22076_1K_01976","",""
"group_1710","","hypothetical protein","1","1","1","170","11","171","3","","365","365","365","FAM1213_1K_01669","","","","",""
"group_1711","","hypothetical protein","1","1","1","170","10","171","4","","1232","1232","1232","FAM1213_1K_01670","","","","",""
"group_1712","","hypothetical protein","1","1","1","170","9","171","5","","623","623","623","FAM1213_1K_01671","","","","",""
"group_1713","","hypothetical protein","1","1","1","170","8","171","6","","392","392","392","FAM1213_1K_01672","","","","",""
"group_1714","","hypothetical protein","1","1","1","170","7","171","12","","1160","1160","1160","FAM1213_1K_01674","","","","",""
"group_1715","","hypothetical protein","1","1","1","170","6","171","11","","587","587","587","FAM1213_1K_01675","","","","",""
"group_1716","","hypothetical protein","1","1","1","170","5","171","10","","1199","1199","1199","FAM1213_1K_01676","","","","",""
"group_1719","","hypothetical protein","1","1","1","170","4","171","9","","587","587","587","FAM1213_1K_01679","","","","",""
"group_1720","","hypothetical protein","1","1","1","170","3","171","8","","185","185","185","FAM1213_1K_01680","","","","",""
"group_1721","","hypothetical protein","1","1","1","170","2","171","7","","617","617","617","FAM1213_1K_01681","","","","",""
"group_1722","","hypothetical protein","1","1","1","112","1","109","3","","218","218","218","FAM1213_1K_01683","","","","",""
"group_1724","","hypothetical protein","1","1","1","112","3","109","1","","758","758","758","FAM1213_1K_01692","","","","",""
"cls","","Cardiolipin synthase","1","1","1","","","","","","593","593","593","FAM1213_1K_01695","","","","",""
"group_1727","","hypothetical protein","1","1","1","138","1","135","1","","656","656","656","FAM1213_1K_01706","","","","",""
"group_1728","","hypothetical protein","1","1","1","138","2","135","2","","668","668","668","FAM1213_1K_01707","","","","",""
"group_1729","","hypothetical protein","1","1","1","138","3","135","5","","833","833","833","FAM1213_1K_01708","","","","",""
"group_1730","","hypothetical protein","1","1","1","138","4","135","4","","734","734","734","FAM1213_1K_01709","","","","",""
"group_1731","","hypothetical protein","1","1","1","138","5","135","3","","941","941","941","FAM1213_1K_01710","","","","",""
"group_1732","","hypothetical protein","1","1","1","188","13","188","17","","767","767","767","FAM1213_1K_01713","","","","",""
"group_1733","","hypothetical protein","1","1","1","188","14","188","18","","1283","1283","1283","FAM1213_1K_01714","","","","",""
"group_1734","","hypothetical protein","1","1","1","188","15","188","19","","800","800","800","FAM1213_1K_01715","","","","",""
"group_1735","glf","UDP-galactopyranose mutase","1","1","1","188","16","188","16","","1109","1109","1109","FAM1213_1K_01716","","","","",""
"group_1736","","hypothetical protein","1","1","1","188","17","188","15","","1433","1433","1433","FAM1213_1K_01717","","","","",""
"group_1737","","hypothetical protein","1","1","1","188","18","188","14","","932","932","932","FAM1213_1K_01718","","","","",""
"group_1738","","hypothetical protein","1","1","1","188","19","188","13","","452","452","452","FAM1213_1K_01719","","","","",""
"group_1739","","hypothetical protein","1","1","1","188","1","188","1","","221","221","221","FAM1213_1K_01721","","","","",""
"bglA_2","","6-phospho-beta-glucosidase BglA","1","1","1","","","","","","806","806","806","FAM1213_1K_01737","","","","",""
"group_1743","","hypothetical protein","1","1","1","161","6","162","6","","410","410","410","FAM1213_1K_01750","","","","",""
"group_1744","","hypothetical protein","1","1","1","161","5","162","5","","293","293","293","FAM1213_1K_01751","","","","",""
"group_1745","","hypothetical protein","1","1","1","97","1","110","2","","257","257","257","FAM1213_1K_01766","","","","",""
"group_1746","","Putative phosphatase","1","1","1","97","3","110","3","","815","815","815","FAM1213_1K_01767","","","","",""
"group_1749","","hypothetical protein","1","1","1","102","3","98","1","","200","200","200","FAM1213_1K_01785","","","","",""
"nadC","","putative nicotinate-nucleotide pyrophosphorylase [carboxylating]","1","1","1","","","","","","374","374","374","FAM1213_1K_01793","","","","",""
"group_1751","","hypothetical protein","1","1","1","68","1","80","1","Investigate","629","629","629","FAM1213_1K_01810","","","","",""
"group_1752","","hypothetical protein","1","1","1","127","1","128","4","","695","695","695","FAM1213_1K_01816","","","","",""
"group_1753","","Sucrose phosphorylase","1","1","1","127","4","128","3","","968","968","968","FAM1213_1K_01817","","","","",""
"group_1755","","Lhv_2053 Lysin (L.crispatus) pseudogene in L.helveticus","1","1","1","55","2","51","2","Investigate","605","605","605","FAM1213_1K_01834","","","","",""
"group_1756","","hypothetical protein","1","1","1","55","1","51","1","Investigate","392","392","392","FAM1213_1K_01836","","","","",""
"group_1757","","hypothetical protein","1","1","1","4","1","38","1","Investigate","194","194","194","FAM1213_1K_01843","","","","",""
"group_1758","","hypothetical protein","1","1","1","3","1","86","1","Investigate","299","299","299","FAM1213_1K_01848","","","","",""
"group_1759","","PTS system EIIBC component","1","1","1","133","1","122","1","","1982","1982","1982","FAM1213_1K_01852","","","","",""
"murQ","","N-acetylmuramic acid 6-phosphate etherase","1","1","1","179","9","180","9","","908","908","908","FAM1213_1K_01853","","","","",""
"group_1761","","hypothetical protein","1","1","1","133","3","122","3","","1982","1982","1982","FAM1213_1K_01854","","","","",""
"group_1762","","hypothetical protein","1","1","1","133","2","122","2","","1037","1037","1037","FAM1213_1K_01855","","","","",""
"group_1763","","hypothetical protein","1","1","1","156","1","158","2","","509","509","509","FAM1213_1K_01864","","","","",""
"group_1765","","hypothetical protein","1","1","1","156","3","158","4","","293","293","293","FAM1213_1K_01866","","","","",""
"group_1766","","hypothetical protein","1","1","1","156","4","158","5","","437","437","437","FAM1213_1K_01867","","","","",""
"group_1767","bglA_3","Aryl-phospho-beta-D-glucosidase BglA","1","1","1","156","5","158","6","","395","395","395","FAM1213_1K_01868","","","","",""
"bglH_2","","Aryl-phospho-beta-D-glucosidase BglH","1","1","1","","","","","","1118","1118","1118","FAM1213_1K_01869","","","","",""
"group_1771","","hypothetical protein","1","1","1","158","8","155","7","","710","710","710","FAM1213_1K_01884","","","","",""
"group_1772","","hypothetical protein","1","1","1","158","7","155","8","","1742","1742","1742","FAM1213_1K_01885","","","","",""
"group_1773","","hypothetical protein","1","1","1","158","6","155","5","","176","176","176","FAM1213_1K_01886","","","","",""
"group_1774","","hypothetical protein","1","1","1","158","3","155","2","","389","389","389","FAM1213_1K_01889","","","","",""
"group_1775","","hypothetical protein","1","1","1","158","2","155","1","","326","326","326","FAM1213_1K_01890","","","","",""
"group_1777","","hypothetical protein","1","1","1","191","7","192","11","","731","731","731","FAM1213_1K_01902","","","","",""
"gmuC_2","","PTS system oligo-beta-mannoside-specific EIIC component","1","1","1","","","","","","1319","1319","1319","FAM1213_1K_01903","","","","",""
"group_1779","","hypothetical protein","1","1","1","191","5","192","9","","920","920","920","FAM1213_1K_01904","","","","",""
"group_1780","","hypothetical protein","1","1","1","165","1","163","8","","641","641","641","FAM1213_1K_01905","","","","",""
"group_1781","","hypothetical protein","1","1","1","165","2","163","9","","659","659","659","FAM1213_1K_01906","","","","",""
"group_1782","","hypothetical protein","1","1","1","165","3","163","7","","554","554","554","FAM1213_1K_01907","","","","",""
"group_1783","","hypothetical protein","1","1","1","165","4","163","6","","233","233","233","FAM1213_1K_01908","","","","",""
"group_1784","","hypothetical protein","1","1","1","165","9","163","5","","647","647","647","FAM1213_1K_01909","","","","",""
"group_1785","","hypothetical protein","1","1","1","165","8","163","4","","242","242","242","FAM1213_1K_01910","","","","",""
"group_1786","","hypothetical protein","1","1","1","165","7","163","3","","266","266","266","FAM1213_1K_01911","","","","",""
"group_1787","","hypothetical protein","1","1","1","165","6","163","2","","311","311","311","FAM1213_1K_01914","","","","",""
"group_1788","","hypothetical protein","1","1","1","165","5","163","1","","263","263","263","FAM1213_1K_01915","","","","",""
"group_179","malP_1","PTS system maltose-specific EIICB component","1","1","1","143","2","137","4","","1106","1106","1106","","FAM1450_1K_00848","","","",""
"group_1793","","hypothetical protein","1","1","1","147","3","144","4","","1091","1091","1091","FAM1213_1K_01942","","","","",""
"group_1794","","hypothetical protein","1","1","1","147","6","144","3","","824","824","824","FAM1213_1K_01943","","","","",""
"group_1795","","hypothetical protein","1","1","1","147","5","144","2","","260","260","260","FAM1213_1K_01944","","","","",""
"group_1796","","hypothetical protein","1","1","1","147","4","144","1","","407","407","407","FAM1213_1K_01945","","","","",""
"group_1799","","hypothetical protein","1","1","1","151","6","152","4","","656","656","656","FAM1213_1K_01950","","","","",""
"malP_2","","PTS system maltose-specific EIICB component","1","1","1","196","21","196","6","","410","410","410","","FAM1450_1K_00849","","","",""
"group_1800","","hypothetical protein","1","1","1","151","5","152","3","","140","140","140","FAM1213_1K_01951","","","","",""
"group_1801","","hypothetical protein","1","1","1","103","2","96","2","","665","665","665","FAM1213_1K_01961","","","","",""
"group_1802","","hypothetical protein","1","1","1","19","2","63","2","Investigate","479","479","479","FAM1213_1K_01963","","","","",""
"group_1803","","hypothetical protein","1","1","1","19","1","63","1","Investigate","248","248","248","FAM1213_1K_01969","","","","",""
"group_1804","","hypothetical protein","1","1","1","29","1","32","1","Investigate","563","563","563","FAM1213_1K_01970","","","","",""
"group_1805","","hypothetical protein","1","1","1","188","5","188","2","","335","335","335","FAM1213_1K_01973","","","","",""
"group_1806","","hypothetical protein","1","1","1","188","7","188","4","","929","929","929","FAM1213_1K_01975","","","","",""
"group_1807","","hypothetical protein","1","1","1","188","8","188","5","","287","287","287","FAM1213_1K_01976","","","","",""
"group_1808","","hypothetical protein","1","1","1","188","9","188","6","","215","215","215","FAM1213_1K_01977","","","","",""
"malP_1","","PTS system maltose-specific EIICB component","1","1","1","","","","","","1880","1880","1880","FAM1213_1K_00885","","","","",""
"group_1810","","hypothetical protein","1","1","1","188","10","188","9","","251","251","251","FAM1213_1K_01979","","","","",""
"group_1811","","hypothetical protein","1","1","1","154","5","151","4","","266","266","266","FAM1213_1K_01983","","","","",""
"group_1812","","hypothetical protein","1","1","1","154","6","151","3","","149","149","149","FAM1213_1K_01984","","","","",""
"group_1813","","hypothetical protein","1","1","1","154","7","151","2","","368","368","368","FAM1213_1K_01985","","","","",""
"group_1817","","hypothetical protein","1","1","1","74","1","4","1","Investigate","278","278","278","FAM1213_1K_01997","","","","",""
"group_1822","","hypothetical protein","1","1","1","73","1","7","1","Investigate","227","227","227","FAM1213_1K_02015","","","","",""
"group_1823","","hypothetical protein","1","1","1","73","2","7","2","Investigate","2111","2111","2111","FAM1213_1K_02017","","","","",""
"group_1826","","hypothetical protein","1","1","1","140","5","142","1","","278","278","278","FAM1213_1K_02030","","","","",""
"group_1827","","hypothetical protein","1","1","1","140","4","142","2","","128","128","128","FAM1213_1K_02031","","","","",""
"group_1828","","hypothetical protein","1","1","1","140","3","142","3","","650","650","650","FAM1213_1K_02032","","","","",""
"group_1829","","hypothetical protein","1","1","1","140","2","142","4","","161","161","161","FAM1213_1K_02033","","","","",""
"group_183","","hypothetical protein","1","1","1","16","2","37","2","Investigate","365","365","365","","","","FAM22076_1K_00906","",""
"group_1830","","hypothetical protein","1","1","1","140","1","142","5","","263","263","263","FAM1213_1K_02034","","","","",""
"group_1834","","hypothetical protein","1","1","1","13","1","33","1","Investigate","215","215","215","FAM1213_1K_02051","","","","",""
"group_1836","","hypothetical protein","1","1","1","10","1","72","1","Investigate","263","263","263","FAM1213_1K_02057","","","","",""
"group_1840","","hypothetical protein","1","1","1","42","1","54","1","Investigate","1535","1535","1535","FAM1213_1K_02061","","","","",""
"group_1841","","hypothetical protein","1","1","1","9","2","49","2","Investigate","302","302","302","FAM1213_1K_02062","","","","",""
"group_1842","","hypothetical protein","1","1","1","9","1","49","1","Investigate","1100","1100","1100","FAM1213_1K_02064","","","","",""
"group_1843","","hypothetical protein","1","1","1","39","1","2","1","Investigate","305","305","305","FAM1213_1K_02067","","","","",""
"group_1846","","hypothetical protein","1","1","1","43","1","36","1","Investigate","1226","1226","1226","FAM1213_1K_02075","","","","",""
"group_1848","","hypothetical protein","1","1","1","81","1","85","1","Investigate","1202","1202","1202","FAM1213_1K_02078","","","","",""
"group_1850","","hypothetical protein","1","1","1","82","1","13","1","Investigate","1181","1181","1181","FAM1213_1K_02084","","","","",""
"group_1851","","hypothetical protein","1","1","1","60","1","28","1","Investigate","1226","1226","1226","FAM1213_1K_02085","","","","",""
"group_1852","","hypothetical protein","1","1","1","53","1","66","1","Investigate","1151","1151","1151","FAM1213_1K_02086","","","","",""
"group_1855","","hypothetical protein","1","1","1","1","2","24","1","Investigate","518","518","518","FAM1213_1K_02089","","","","",""
"group_1856","","hypothetical protein","1","1","1","1","1","24","2","Investigate","269","269","269","FAM1213_1K_02090","","","","",""
"group_1857","","hypothetical protein","1","1","1","77","1","53","1","Investigate","341","341","341","FAM1213_1K_02091","","","","",""
