"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FAM1213_1K","FAM1450_1K","FAM19191_1K","FAM22076_1K","FAM23285_1K","FAM8102_1K"
"hslV","","ATP-dependent protease subunit HslV","6","6","1","21","813","","","","524","524","524","FAM1213_1K_00165","FAM1450_1K_00256","FAM19191_1K_00266","FAM22076_1K_00292","FAM23285_1K_00326","FAM8102_1K_00363"
"htpX","","Protease HtpX","6","6","1","21","412","","","","896","896","896","FAM1213_1K_01967","FAM1450_1K_01578","FAM19191_1K_01704","FAM22076_1K_01431","FAM23285_1K_01626","FAM8102_1K_01801"
"htrA","","Serine protease Do-like HtrA","6","6","1","21","219","","","","1241","1241","1241","FAM1213_1K_01143","FAM1450_1K_01545","FAM19191_1K_01496","FAM22076_1K_01373","FAM23285_1K_01424","FAM8102_1K_01520"
"hup","","DNA-binding protein HU","6","6","1","21","987","","","","275","275","275","FAM1213_1K_00151","FAM1450_1K_00242","FAM19191_1K_00252","FAM22076_1K_00278","FAM23285_1K_00312","FAM8102_1K_00377"
"ileS","","Isoleucine--tRNA ligase","6","6","1","21","651","","","","2783","2783","2783","FAM1213_1K_00741","FAM1450_1K_00711","FAM19191_1K_00846","FAM22076_1K_00310","FAM23285_1K_00785","FAM8102_1K_00919"
"ilvE","","putative branched-chain-amino-acid aminotransferase","6","6","1","21","1330","","","","1025","1025","1025","FAM1213_1K_01154","FAM1450_1K_01207","FAM19191_1K_01824","FAM22076_1K_00092","FAM23285_1K_01802","FAM8102_1K_01928"
"infA","","Translation initiation factor IF-1","6","6","1","18","24","","","","221","221","221","FAM1213_1K_00937","FAM1450_1K_00617","FAM19191_1K_00719","FAM22076_1K_00461","FAM23285_1K_00692","FAM8102_1K_00850"
"infB","","Translation initiation factor IF-2","6","6","1","21","1256","","","","2612","2618","2613","FAM1213_1K_00461","FAM1450_1K_00448","FAM19191_1K_00287","FAM22076_1K_00499","FAM23285_1K_00389","FAM8102_1K_00419"
"infC","","Translation initiation factor IF-3","6","6","1","21","1126","","","","356","356","356","FAM1213_1K_00337","FAM1450_1K_00575","FAM19191_1K_00810","FAM22076_1K_00822","FAM23285_1K_01277","FAM8102_1K_01371"
"iolS","","Aldo-keto reductase IolS","6","6","1","21","702","","","","827","833","832","FAM1213_1K_01806","FAM1450_1K_00296","FAM19191_1K_01064","FAM22076_1K_01110","FAM23285_1K_01089","FAM8102_1K_00631"
"iolU","","scyllo-inositol 2-dehydrogenase (NADP(+)) IolU","6","6","1","21","348","","","","965","965","965","FAM1213_1K_00697","FAM1450_1K_00300","FAM19191_1K_02125","FAM22076_1K_00067","FAM23285_1K_02176","FAM8102_1K_02212"
"iscS_1","","Cysteine desulfurase IscS","6","6","1","21","646","","","","1157","1157","1157","FAM1213_1K_00736","FAM1450_1K_00716","FAM19191_1K_00841","FAM22076_1K_00315","FAM23285_1K_00780","FAM8102_1K_00914"
"kup_1","","Low affinity potassium transport system protein kup","6","6","1","21","356","","","","2021","2021","2021","FAM1213_1K_00710","FAM1450_1K_00313","FAM19191_1K_00515","FAM22076_1K_00054","FAM23285_1K_00557","FAM8102_1K_00647"
"kup_2","","Low affinity potassium transport system protein kup","6","6","1","21","233","","","","2015","2015","2015","FAM1213_1K_01782","FAM1450_1K_01655","FAM19191_1K_01764","FAM22076_1K_01360","FAM23285_1K_01735","FAM8102_1K_01867"
"lacA","","Galactoside O-acetyltransferase","6","6","1","21","801","","","","614","614","614","FAM1213_1K_00201","FAM1450_1K_00855","FAM19191_1K_02087","FAM22076_1K_00588","FAM23285_1K_02039","FAM8102_1K_02134"
"lacC","","Tagatose-6-phosphate kinase","6","6","1","21","895","","","","914","914","914","FAM1213_1K_00638","FAM1450_1K_01003","FAM19191_1K_00748","FAM22076_1K_01878","FAM23285_1K_00715","FAM8102_1K_00879"
"lacF","","Lactose transport system permease protein LacF","6","6","1","21","841","","","","866","866","866","FAM1213_1K_00823","FAM1450_1K_00806","FAM19191_1K_01477","FAM22076_1K_01124","FAM23285_1K_01405","FAM8102_1K_01897"
"lacL","","Beta-galactosidase large subunit","6","6","1","13","8","","","","1886","1886","1886","FAM1213_1K_01632","FAM1450_1K_01978","FAM19191_1K_01942","FAM22076_1K_01417","FAM23285_1K_02004","FAM8102_1K_02057"
"lacM","","Beta-galactosidase small subunit","6","6","1","13","10","","","","956","956","956","FAM1213_1K_01631","FAM1450_1K_01979","FAM19191_1K_01943","FAM22076_1K_01416","FAM23285_1K_02005","FAM8102_1K_02058"
"lacR","","HTH-type transcriptional regulator LacR","6","6","1","13","7","","","","1007","1007","1007","FAM1213_1K_01633","FAM1450_1K_01977","FAM19191_1K_01753","FAM22076_1K_01418","FAM23285_1K_01706","FAM8102_1K_01846"
"lacS_1","","Lactose permease","6","6","1","13","2","","","","1916","1916","1916","FAM1213_1K_01637","FAM1450_1K_02049","FAM19191_1K_01748","FAM22076_1K_01423","FAM23285_1K_01701","FAM8102_1K_01841"
"lacS_2","","Lactose permease","6","6","1","13","3","","","","620","932","672","FAM1213_1K_01636","FAM1450_1K_02050","FAM19191_1K_01749","FAM22076_1K_01422","FAM23285_1K_01702","FAM8102_1K_01842"
"lacS_5","","Lactose permease","6","6","1","13","6","","","","206","272","244","FAM1213_1K_01634","FAM1450_1K_01976","FAM19191_1K_01752","FAM22076_1K_01419","FAM23285_1K_01705","FAM8102_1K_01845"
"lacX","","Protein LacX, plasmid","6","6","1","21","815","","","","899","899","899","FAM1213_1K_00167","FAM1450_1K_00258","FAM19191_1K_00268","FAM22076_1K_00294","FAM23285_1K_00328","FAM8102_1K_00361"
"lacZ","","Beta-galactosidase LacZ","6","6","1","13","1","","","","479","1073","974","FAM1213_1K_01638","FAM1450_1K_02048","FAM19191_1K_01747","FAM22076_1K_01424","FAM23285_1K_01700","FAM8102_1K_01840"
"ldh_1","","L-lactate dehydrogenase","6","6","1","19","46","","","","926","926","926","FAM1213_1K_01039","FAM1450_1K_01631","FAM19191_1K_00328","FAM22076_1K_01446","FAM23285_1K_00430","FAM8102_1K_00460"
"ldh_2","","L-lactate dehydrogenase","6","6","1","16","25","","","","971","971","971","FAM1213_1K_01070","FAM1450_1K_00419","FAM19191_1K_00583","FAM22076_1K_00538","FAM23285_1K_00585","FAM8102_1K_00715"
"lemA","","Protein LemA","6","6","1","21","411","","","","560","560","560","FAM1213_1K_01966","FAM1450_1K_01579","FAM19191_1K_01703","FAM22076_1K_01430","FAM23285_1K_01625","FAM8102_1K_01800"
"lepA","","Elongation factor 4","6","6","1","21","1248","","","","1838","1850","1842","FAM1213_1K_00452","FAM1450_1K_01739","FAM19191_1K_00295","FAM22076_1K_01502","FAM23285_1K_00397","FAM8102_1K_00427"
"leuS","","Leucine--tRNA ligase","6","6","1","17","6","","","","2414","2414","2414","FAM1213_1K_01586","FAM1450_1K_01972","FAM19191_1K_00096","FAM22076_1K_01747","FAM23285_1K_00087","FAM8102_1K_00096"
"lexA","","LexA repressor","6","6","1","21","1277","","","","626","626","626","FAM1213_1K_00483","FAM1450_1K_00216","FAM19191_1K_02083","FAM22076_1K_00147","FAM23285_1K_02061","FAM8102_1K_02167"
"lgt","","Prolipoprotein diacylglyceryl transferase","6","6","1","21","49","","","","839","839","839","FAM1213_1K_00414","FAM1450_1K_00132","FAM19191_1K_00503","FAM22076_1K_00248","FAM23285_1K_00362","FAM8102_1K_00554"
"licT","","hypothetical protein","6","6","1","21","78","","","","383","833","458","FAM1213_1K_01739","FAM1450_1K_00546","FAM19191_1K_00192","FAM22076_1K_00571","FAM23285_1K_00656","FAM8102_1K_00336"
"ligA","","DNA ligase","6","6","1","20","52","","","","2006","2006","2006","FAM1213_1K_01185","FAM1450_1K_00783","FAM19191_1K_01149","FAM22076_1K_00932","FAM23285_1K_01074","FAM8102_1K_01187"
"lspA","","Lipoprotein signal peptidase","6","6","1","21","425","","","","464","464","464","FAM1213_1K_00007","FAM1450_1K_00031","FAM19191_1K_00113","FAM22076_1K_00203","FAM23285_1K_00180","FAM8102_1K_00188"
"ltaS1","","Lipoteichoic acid synthase 1","6","6","1","12","4","","","","2057","2057","2057","FAM1213_1K_01579","FAM1450_1K_01453","FAM19191_1K_01453","FAM22076_1K_01411","FAM23285_1K_01394","FAM8102_1K_01500"
"ltaS2","","Lipoteichoic acid synthase 2","6","6","1","21","53","","","","2153","2177","2157","FAM1213_1K_00511","FAM1450_1K_01940","FAM19191_1K_01735","FAM22076_1K_01733","FAM23285_1K_01808","FAM8102_1K_01838"
"lysA","","Diaminopimelate decarboxylase","6","6","1","21","616","","","","1316","1316","1316","FAM1213_1K_01260","FAM1450_1K_01825","FAM19191_1K_01461","FAM22076_1K_01606","FAM23285_1K_01358","FAM8102_1K_01508"
"lysS","","Lysine--tRNA ligase","6","6","1","16","5","","","","1550","1550","1550","FAM1213_1K_01060","FAM1450_1K_00409","FAM19191_1K_00593","FAM22076_1K_00528","FAM23285_1K_00575","FAM8102_1K_00725"
"manX","","PTS system mannose-specific EIIAB component","6","6","1","20","9","","","","1010","1019","1013","FAM1213_1K_02004","FAM1450_1K_01153","FAM19191_1K_01918","FAM22076_1K_00847","FAM23285_1K_01962","FAM8102_1K_02056"
"manZ","","PTS system mannose-specific EIID component","6","6","1","20","11","","","","920","920","920","FAM1213_1K_02006","FAM1450_1K_01155","FAM19191_1K_01916","FAM22076_1K_00849","FAM23285_1K_01960","FAM8102_1K_02054"
"map","","Methionine aminopeptidase 1","6","6","1","21","259","","","","827","827","827","FAM1213_1K_00903","FAM1450_1K_00830","FAM19191_1K_01625","FAM22076_1K_00909","FAM23285_1K_02111","FAM8102_1K_01693"
"mbl","","MreB-like protein","6","6","1","21","582","","","","989","989","989","FAM1213_1K_00534","FAM1450_1K_02139","FAM19191_1K_01194","FAM22076_1K_00415","FAM23285_1K_00977","FAM8102_1K_01092"
"mdtG_1","","Multidrug resistance protein MdtG","6","6","1","21","723","","","","1121","1205","1191","FAM1213_1K_01007","FAM1450_1K_01535","FAM19191_1K_01125","FAM22076_1K_01084","FAM23285_1K_01234","FAM8102_1K_00611"
"mdtG_2","","Multidrug resistance protein MdtG","6","6","1","21","922","","","","836","1292","1201","FAM1213_1K_01837","FAM1450_1K_01291","FAM19191_1K_02115","FAM22076_1K_01127","FAM23285_1K_02142","FAM8102_1K_02199"
"mecA","","Adapter protein MecA","6","6","1","21","17","","","","740","740","740","FAM1213_1K_01897","FAM1450_1K_00165","FAM19191_1K_01241","FAM22076_1K_00215","FAM23285_1K_01968","FAM8102_1K_02050"
"metA","","Serine O-acetyltransferase","6","6","1","21","1243","","","","314","794","714","FAM1213_1K_00446","FAM1450_1K_01734","FAM19191_1K_00300","FAM22076_1K_01497","FAM23285_1K_00402","FAM8102_1K_00432"
"metE","","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","6","6","1","21","120","","","","482","2285","1984","FAM1213_1K_02082","FAM1450_1K_01872","FAM19191_1K_00779","FAM22076_1K_01635","FAM23285_1K_00936","FAM8102_1K_01024"
"metG","","Methionine--tRNA ligase","6","6","1","21","326","","","","1976","1976","1976","FAM1213_1K_01510","FAM1450_1K_01676","FAM19191_1K_00464","FAM22076_1K_00646","FAM23285_1K_00260","FAM8102_1K_00273"
"metK","","S-adenosylmethionine synthase","6","6","1","17","2","","","","1199","1199","1199","FAM1213_1K_01590","FAM1450_1K_02041","FAM19191_1K_00101","FAM22076_1K_01805","FAM23285_1K_00092","FAM8102_1K_00101"
"metN2","","Methionine import ATP-binding protein MetN 2","6","6","1","19","31","","","","1061","1061","1061","FAM1213_1K_01032","FAM1450_1K_01888","FAM19191_1K_00345","FAM22076_1K_01179","FAM23285_1K_00447","FAM8102_1K_00477"
"metP","","Methionine import system permease protein MetP","6","6","1","19","32","","","","701","701","701","FAM1213_1K_01033","FAM1450_1K_01887","FAM19191_1K_00344","FAM22076_1K_01180","FAM23285_1K_00446","FAM8102_1K_00476"
"metQ","","putative D-methionine-binding lipoprotein MetQ","6","6","1","19","30","","","","860","860","860","FAM1213_1K_01031","FAM1450_1K_01889","FAM19191_1K_00346","FAM22076_1K_01178","FAM23285_1K_00448","FAM8102_1K_00478"
"mfd","","Transcription-repair-coupling factor","6","6","1","16","13","","","","3497","3497","3497","FAM1213_1K_01068","FAM1450_1K_00417","FAM19191_1K_00585","FAM22076_1K_00536","FAM23285_1K_00583","FAM8102_1K_00717"
"mgtA","","Magnesium-transporting ATPase, P-type 1","6","6","1","21","327","","","","1370","2663","2447","FAM1213_1K_01511","FAM1450_1K_01675","FAM19191_1K_00465","FAM22076_1K_00647","FAM23285_1K_00261","FAM8102_1K_00274"
"mgtB","","Magnesium-transporting ATPase, P-type 1","6","6","1","18","4","","","","2678","2678","2678","FAM1213_1K_00915","FAM1450_1K_02091","FAM19191_1K_01796","FAM22076_1K_01644","FAM23285_1K_01787","FAM8102_1K_01914"
"miaA","","tRNA dimethylallyltransferase","6","6","1","14","9","","","","920","920","920","FAM1213_1K_01378","FAM1450_1K_01721","FAM19191_1K_01656","FAM22076_1K_01532","FAM23285_1K_01597","FAM8102_1K_01723"
"misCA","","Membrane protein insertase MisCA","6","6","1","21","1158","","","","875","875","875","FAM1213_1K_00790","FAM1450_1K_00509","FAM19191_1K_00679","FAM22076_1K_00626","FAM23285_1K_00474","FAM8102_1K_00810"
"mnaA","","UDP-N-acetylglucosamine 2-epimerase","6","6","1","21","262","","","","1142","1142","1142","FAM1213_1K_00900","FAM1450_1K_00833","FAM19191_1K_01237","FAM22076_1K_00912","FAM23285_1K_01196","FAM8102_1K_01273"
"mnmA","","tRNA-specific 2-thiouridylase MnmA","6","6","1","21","644","","","","1127","1127","1127","FAM1213_1K_00734","FAM1450_1K_00718","FAM19191_1K_00839","FAM22076_1K_00317","FAM23285_1K_00778","FAM8102_1K_00912"
"mnmE","","tRNA modification GTPase MnmE","6","6","1","21","1157","","","","1385","1385","1385","FAM1213_1K_00791","FAM1450_1K_00508","FAM19191_1K_00680","FAM22076_1K_00625","FAM23285_1K_00475","FAM8102_1K_00811"
"mnmG","","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","6","6","1","21","1156","","","","1898","1985","1970","FAM1213_1K_00792","FAM1450_1K_00507","FAM19191_1K_00681","FAM22076_1K_00624","FAM23285_1K_00476","FAM8102_1K_00812"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","6","6","1","21","661","","","","962","968","967","FAM1213_1K_00751","FAM1450_1K_00701","FAM19191_1K_00856","FAM22076_1K_00300","FAM23285_1K_00795","FAM8102_1K_00929"
"mraZ","","Transcriptional regulator MraZ","6","6","1","21","666","","","","431","431","431","FAM1213_1K_00755","FAM1450_1K_00696","FAM19191_1K_00861","FAM22076_1K_00295","FAM23285_1K_00800","FAM8102_1K_00934"
"mreB","","Rod shape-determining protein MreB","6","6","1","21","671","","","","1004","1004","1004","FAM1213_1K_00763","FAM1450_1K_01664","FAM19191_1K_01578","FAM22076_1K_01518","FAM23285_1K_01572","FAM8102_1K_01688"
"mreC","","Cell shape-determining protein MreC","6","6","1","21","670","","","","851","851","851","FAM1213_1K_00762","FAM1450_1K_01665","FAM19191_1K_01579","FAM22076_1K_01517","FAM23285_1K_01573","FAM8102_1K_01689"
"mrnC","","Mini-ribonuclease 3","6","6","1","21","486","","","","440","443","441","FAM1213_1K_00309","FAM1450_1K_01563","FAM19191_1K_01321","FAM22076_1K_01232","FAM23285_1K_01259","FAM8102_1K_01235"
"msbA_2","","Lipid A export ATP-binding/permease protein MsbA","6","6","1","21","850","","","","953","1604","1495","FAM1213_1K_00812","FAM1450_1K_00332","FAM19191_1K_01978","FAM22076_1K_01705","FAM23285_1K_01989","FAM8102_1K_02077"
"msrB","","Peptide methionine sulfoxide reductase MsrB","6","6","1","21","1339","","","","422","425","424","FAM1213_1K_00684","FAM1450_1K_01197","FAM19191_1K_01367","FAM22076_1K_00082","FAM23285_1K_01307","FAM8102_1K_01429"
"msrC","","Free methionine-R-sulfoxide reductase","6","6","1","16","4","","","","455","455","455","FAM1213_1K_01056","FAM1450_1K_00404","FAM19191_1K_00598","FAM22076_1K_00523","FAM23285_1K_00570","FAM8102_1K_00730"
"mtnN","","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase","6","6","1","21","647","","","","695","695","695","FAM1213_1K_00737","FAM1450_1K_00715","FAM19191_1K_00842","FAM22076_1K_00314","FAM23285_1K_00781","FAM8102_1K_00915"
"murA1","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","6","6","1","21","310","","","","1295","1295","1295","FAM1213_1K_01294","FAM1450_1K_01241","FAM19191_1K_00445","FAM22076_1K_01153","FAM23285_1K_00242","FAM8102_1K_00255"
"murB","","UDP-N-acetylenolpyruvoylglucosamine reductase","6","6","1","21","92","","","","896","896","896","FAM1213_1K_01110","FAM1450_1K_00532","FAM19191_1K_00178","FAM22076_1K_00557","FAM23285_1K_00642","FAM8102_1K_00350"
"murC","","UDP-N-acetylmuramate--L-alanine ligase","6","6","1","21","1099","","","","1313","1313","1313","FAM1213_1K_00378","FAM1450_1K_01669","FAM19191_1K_01555","FAM22076_1K_01486","FAM23285_1K_01499","FAM8102_1K_01594"
"murD","","UDP-N-acetylmuramoylalanine--D-glutamate ligase","6","6","1","21","660","","","","1379","1379","1379","FAM1213_1K_00750","FAM1450_1K_00702","FAM19191_1K_00855","FAM22076_1K_00301","FAM23285_1K_00794","FAM8102_1K_00928"
"murE","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase","6","6","1","21","905","","","","1571","1571","1571","FAM1213_1K_00627","FAM1450_1K_00934","FAM19191_1K_00759","FAM22076_1K_00781","FAM23285_1K_00726","FAM8102_1K_00890"
"murF","","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","6","6","1","16","19","","","","1367","1367","1367","FAM1213_1K_01729","FAM1450_1K_00425","FAM19191_1K_00576","FAM22076_1K_00544","FAM23285_1K_00592","FAM8102_1K_00708"
"murG","","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","6","6","1","21","659","","","","1106","1106","1106","FAM1213_1K_00749","FAM1450_1K_00703","FAM19191_1K_00854","FAM22076_1K_00302","FAM23285_1K_00793","FAM8102_1K_00927"
"murI","","Glutamate racemase","6","6","1","21","538","","","","803","803","803","FAM1213_1K_00231","FAM1450_1K_02158","FAM19191_1K_02135","FAM22076_1K_01928","FAM23285_1K_02189","FAM8102_1K_02220"
"murJ_2","","Lipid II flippase MurJ","6","6","1","17","7","","","","1646","1646","1646","FAM1213_1K_01585","FAM1450_1K_01971","FAM19191_1K_00095","FAM22076_1K_01746","FAM23285_1K_00086","FAM8102_1K_00095"
"mutL","","DNA mismatch repair protein MutL","6","6","1","21","554","","","","1910","1910","1910","FAM1213_1K_00249","FAM1450_1K_01061","FAM19191_1K_00652","FAM22076_1K_00733","FAM23285_1K_00863","FAM8102_1K_00783"
"mutM","","Formamidopyrimidine-DNA glycosylase","6","6","1","21","1117","","","","830","830","830","FAM1213_1K_00347","FAM1450_1K_00916","FAM19191_1K_00893","FAM22076_1K_00834","FAM23285_1K_00876","FAM8102_1K_00966"
"mutS","","DNA mismatch repair protein MutS","6","6","1","21","555","","","","2597","2597","2597","FAM1213_1K_00250","FAM1450_1K_01060","FAM19191_1K_00651","FAM22076_1K_00732","FAM23285_1K_00864","FAM8102_1K_00782"
"mutS2","","Endonuclease MutS2","6","6","1","21","541","","","","2357","2357","2357","FAM1213_1K_00235","FAM1450_1K_01073","FAM19191_1K_00666","FAM22076_1K_00745","FAM23285_1K_00849","FAM8102_1K_00797"
"mvaA","","3-hydroxy-3-methylglutaryl-coenzyme A reductase","6","6","1","21","254","","","","1211","1211","1211","FAM1213_1K_00907","FAM1450_1K_00825","FAM19191_1K_01630","FAM22076_1K_00903","FAM23285_1K_01913","FAM8102_1K_01698"
"mvaS","","Hydroxymethylglutaryl-CoA synthase","6","6","1","21","253","","","","1163","1163","1163","FAM1213_1K_00908","FAM1450_1K_00824","FAM19191_1K_01631","FAM22076_1K_00902","FAM23285_1K_01914","FAM8102_1K_01699"
"nadD","","Nicotinate-nucleotide adenylyltransferase","6","6","1","21","1131","","","","656","674","665","FAM1213_1K_00332","FAM1450_1K_00570","FAM19191_1K_00815","FAM22076_1K_00817","FAM23285_1K_01282","FAM8102_1K_01376"
"nadE","","NH(3)-dependent NAD(+) synthetase","6","6","1","20","62","","","","830","830","830","FAM1213_1K_01197","FAM1450_1K_00796","FAM19191_1K_01093","FAM22076_1K_01769","FAM23285_1K_01882","FAM8102_1K_02006"
"nadK","","NAD kinase","6","6","1","21","22","","","","812","812","812","FAM1213_1K_00441","FAM1450_1K_00160","FAM19191_1K_00473","FAM22076_1K_00220","FAM23285_1K_00332","FAM8102_1K_00524"
"nagB","","Glucosamine-6-phosphate deaminase","6","6","1","21","701","","","","719","719","719","FAM1213_1K_01807","FAM1450_1K_00297","FAM19191_1K_01065","FAM22076_1K_01111","FAM23285_1K_01088","FAM8102_1K_00632"
"naiP_1","","Putative niacin/nicotinamide transporter NaiP","6","6","1","21","1394","","","","1229","1229","1229","FAM1213_1K_01539","FAM1450_1K_01621","FAM19191_1K_02059","FAM22076_1K_01265","FAM23285_1K_02108","FAM8102_1K_02149"
"napA","","Na(+)/H(+) antiporter","6","6","1","21","713","","","","1169","1169","1169","FAM1213_1K_01814","FAM1450_1K_00284","FAM19191_1K_01052","FAM22076_1K_01097","FAM23285_1K_01101","FAM8102_1K_00619"
"nfr1","","NADH-dependent flavin reductase subunit 1","6","6","1","21","921","","","","539","539","539","FAM1213_1K_00611","FAM1450_1K_00950","FAM19191_1K_00775","FAM22076_1K_00797","FAM23285_1K_00742","FAM8102_1K_00906"
"nfr2","","NADH-dependent flavin reductase subunit 2","6","6","1","21","920","","","","548","548","548","FAM1213_1K_00612","FAM1450_1K_00949","FAM19191_1K_00774","FAM22076_1K_00796","FAM23285_1K_00741","FAM8102_1K_00905"
"nfrA","","NADPH-dependent oxidoreductase","6","6","1","21","958","","","","758","758","758","FAM1213_1K_01348","FAM1450_1K_00066","FAM19191_1K_01032","FAM22076_1K_00356","FAM23285_1K_01107","FAM8102_1K_01158"
"nhaC","","Na(+)/H(+) antiporter NhaC","6","6","1","20","43","","","","1376","1376","1376","FAM1213_1K_01345","FAM1450_1K_02077","FAM19191_1K_01973","FAM22076_1K_01858","FAM23285_1K_02002","FAM8102_1K_01277"
"nhaK","","Sodium, potassium, lithium and rubidium/H(+) antiporter","6","6","1","21","980","","","","1592","1592","1592","FAM1213_1K_00158","FAM1450_1K_00249","FAM19191_1K_00259","FAM22076_1K_00285","FAM23285_1K_00319","FAM8102_1K_00370"
"nnrD","","ADP-dependent (S)-NAD(P)H-hydrate dehydratase","6","6","1","17","23","","","","848","848","848","FAM1213_1K_01661","FAM1450_1K_01041","FAM19191_1K_00075","FAM22076_1K_00681","FAM23285_1K_00066","FAM8102_1K_00075"
"noc","","Nucleoid occlusion protein","6","6","1","21","915","","","","839","839","839","FAM1213_1K_00617","FAM1450_1K_00944","FAM19191_1K_00769","FAM22076_1K_00791","FAM23285_1K_00736","FAM8102_1K_00900"
"nrdD","","Anaerobic ribonucleoside-triphosphate reductase","6","6","1","21","362","","","","2219","2219","2219","FAM1213_1K_00716","FAM1450_1K_00319","FAM19191_1K_00521","FAM22076_1K_00048","FAM23285_1K_00551","FAM8102_1K_00653"
"nrdG","","Anaerobic ribonucleoside-triphosphate reductase-activating protein","6","6","1","21","361","","","","713","713","713","FAM1213_1K_00715","FAM1450_1K_00318","FAM19191_1K_00520","FAM22076_1K_00049","FAM23285_1K_00552","FAM8102_1K_00652"
"nrdR","","Transcriptional repressor NrdR","6","6","1","21","1119","","","","467","467","467","FAM1213_1K_00345","FAM1450_1K_00918","FAM19191_1K_00891","FAM22076_1K_00832","FAM23285_1K_00874","FAM8102_1K_00964"
"nrnA","","putative bifunctional oligoribonuclease and PAP phosphatase NrnA","6","6","1","21","548","","","","956","956","956","FAM1213_1K_00243","FAM1450_1K_01067","FAM19191_1K_00658","FAM22076_1K_00739","FAM23285_1K_00857","FAM8102_1K_00789"
"ntd","","Nucleoside deoxyribosyltransferase","6","6","1","21","375","","","","476","476","476","FAM1213_1K_00729","FAM1450_1K_00488","FAM19191_1K_00536","FAM22076_1K_00033","FAM23285_1K_00536","FAM8102_1K_00668"
"nth","","Endonuclease III","6","6","1","21","434","","","","620","620","620","FAM1213_1K_00015","FAM1450_1K_00020","FAM19191_1K_00123","FAM22076_1K_00193","FAM23285_1K_00190","FAM8102_1K_00198"
"nudF","","ADP-ribose pyrophosphatase","6","6","1","21","649","","","","569","569","569","FAM1213_1K_00739","FAM1450_1K_00713","FAM19191_1K_00844","FAM22076_1K_00312","FAM23285_1K_00783","FAM8102_1K_00917"
"nusA","","Transcription termination/antitermination protein NusA","6","6","1","21","1259","","","","1181","1181","1181","FAM1213_1K_00464","FAM1450_1K_00445","FAM19191_1K_00284","FAM22076_1K_00502","FAM23285_1K_00386","FAM8102_1K_00416"
"nusG","","Transcription termination/antitermination protein NusG","6","6","1","21","494","","","","557","557","557","FAM1213_1K_00302","FAM1450_1K_02144","FAM19191_1K_01311","FAM22076_1K_01241","FAM23285_1K_01269","FAM8102_1K_01245"
"oatA","","O-acetyltransferase OatA","6","6","1","21","1011","","","","215","1928","1481","FAM1213_1K_00129","FAM1450_1K_00221","FAM19191_1K_00231","FAM22076_1K_00257","FAM23285_1K_00291","FAM8102_1K_00398"
"obg","","GTPase Obg","6","6","1","21","1010","","","","1304","1304","1304","FAM1213_1K_00127","FAM1450_1K_00220","FAM19191_1K_00230","FAM22076_1K_00255","FAM23285_1K_00290","FAM8102_1K_00399"
"odcI_2","","Inducible ornithine decarboxylase","6","6","1","21","885","","","","2096","2096","2096","FAM1213_1K_00193","FAM1450_1K_00850","FAM19191_1K_01622","FAM22076_1K_00581","FAM23285_1K_01581","FAM8102_1K_01681"
"oppD","","Oligopeptide transport ATP-binding protein OppD","6","6","1","21","1298","","","","1034","1034","1034","FAM1213_1K_01230","FAM1450_1K_00195","FAM19191_1K_00371","FAM22076_1K_00127","FAM23285_1K_00842","FAM8102_1K_00503"
"oppF","","Oligopeptide transport ATP-binding protein OppF","6","6","1","21","1297","","","","986","986","986","FAM1213_1K_01231","FAM1450_1K_00196","FAM19191_1K_00370","FAM22076_1K_00128","FAM23285_1K_00843","FAM8102_1K_00502"
"padC","","hypothetical protein","6","6","1","17","37","","","","215","578","356","FAM1213_1K_01658","FAM1450_1K_01044","FAM19191_1K_00072","FAM22076_1K_00684","FAM23285_1K_00063","FAM8102_1K_00072"
"parC","","DNA topoisomerase 4 subunit A","6","6","1","21","949","","","","2456","2456","2456","FAM1213_1K_01367","FAM1450_1K_00054","FAM19191_1K_01043","FAM22076_1K_00344","FAM23285_1K_01118","FAM8102_1K_01169"
"parE","","DNA topoisomerase 4 subunit B","6","6","1","21","950","","","","1946","1946","1946","FAM1213_1K_01366","FAM1450_1K_00055","FAM19191_1K_01042","FAM22076_1K_00345","FAM23285_1K_01117","FAM8102_1K_01168"
"patA_1","","Putative N-acetyl-LL-diaminopimelate aminotransferase","6","6","1","21","611","","","","1166","1175","1167","FAM1213_1K_01255","FAM1450_1K_01820","FAM19191_1K_01466","FAM22076_1K_01611","FAM23285_1K_01353","FAM8102_1K_01513"
