"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FAM1213_1K","FAM1450_1K","FAM19191_1K","FAM22076_1K","FAM23285_1K","FAM8102_1K"
"metB","","Cystathionine gamma-synthase","5","5","1","9","2","30","4","","1184","1184","1184","","FAM1450_1K_01844","FAM19191_1K_01965","FAM22076_1K_01588","FAM23285_1K_01999","FAM8102_1K_02072"
"cysM","","Cysteine synthase","5","5","1","9","1","30","3","","911","911","911","","FAM1450_1K_01845","FAM19191_1K_01966","FAM22076_1K_01587","FAM23285_1K_02000","FAM8102_1K_02073"
"group_2201","","hypothetical protein","5","5","1","1","33","212","1","","689","695","691","","FAM1450_1K_01853","FAM19191_1K_01072","FAM22076_1K_01601","FAM23285_1K_01334","FAM8102_1K_01324"
"group_2202","","hypothetical protein","5","5","1","1","39","110","3","","596","596","596","","FAM1450_1K_01857","FAM19191_1K_01076","FAM22076_1K_01605","FAM23285_1K_01338","FAM8102_1K_01328"
"group_2203","","hypothetical protein","5","5","1","1","421","1","24","","557","557","557","","FAM1450_1K_01868","FAM19191_1K_00782","FAM22076_1K_01639","FAM23285_1K_00933","FAM8102_1K_01021"
"group_2204","","hypothetical protein","5","5","1","1","420","1","23","","1076","1076","1076","","FAM1450_1K_01869","FAM19191_1K_00781","FAM22076_1K_01638","FAM23285_1K_00934","FAM8102_1K_01022"
"metF","","5,10-methylenetetrahydrofolate reductase","5","5","1","1","419","1","21","","665","665","665","","FAM1450_1K_01871","FAM19191_1K_00780","FAM22076_1K_01636","FAM23285_1K_00935","FAM8102_1K_01023"
"luxS","","S-ribosylhomocysteine lyase","5","5","1","1","416","506","1","","473","473","473","","FAM1450_1K_01873","FAM19191_1K_00778","FAM22076_1K_01634","FAM23285_1K_00937","FAM8102_1K_01025"
"group_2217","","hypothetical protein","5","5","1","2","114","23","6","","302","302","302","","FAM1450_1K_01914","FAM19191_1K_00335","FAM22076_1K_01188","FAM23285_1K_00437","FAM8102_1K_00467"
"group_2218","","hypothetical protein","5","5","1","2","115","23","7","","167","167","167","","FAM1450_1K_01915","FAM19191_1K_00334","FAM22076_1K_01189","FAM23285_1K_00436","FAM8102_1K_00466"
"group_2220","","hypothetical protein","5","5","1","1","2684","15","21","","554","554","554","","FAM1450_1K_01926","FAM19191_1K_01606","FAM22076_1K_01680","FAM23285_1K_01510","FAM8102_1K_01665"
"group_2221","","hypothetical protein","5","5","1","1","2685","15","22","","779","779","779","","FAM1450_1K_01927","FAM19191_1K_01607","FAM22076_1K_01679","FAM23285_1K_01511","FAM8102_1K_01666"
"group_2222","","putative FAD-linked oxidoreductase","5","5","1","1","2686","15","23","","620","620","620","","FAM1450_1K_01928","FAM19191_1K_01608","FAM22076_1K_01678","FAM23285_1K_01512","FAM8102_1K_01667"
"gmuR_1","","HTH-type transcriptional regulator GmuR","5","5","1","1","2689","15","17","","635","635","635","","FAM1450_1K_01930","FAM19191_1K_01611","FAM22076_1K_01676","FAM23285_1K_01515","FAM8102_1K_01670"
"group_2231","","hypothetical protein","5","5","1","1","42","195","1","","617","617","617","","FAM1450_1K_01967","FAM19191_1K_01080","FAM22076_1K_01690","FAM23285_1K_01342","FAM8102_1K_01333"
"lacS_3","","Lactose permease","5","5","1","5","8","97","2","","524","524","524","","FAM1450_1K_02051","FAM19191_1K_01750","FAM22076_1K_01421","FAM23285_1K_01703","FAM8102_1K_01843"
"group_2250","","hypothetical protein","5","5","1","1","1016","190","1","","224","224","224","","FAM1450_1K_02064","FAM19191_1K_01394","FAM22076_1K_00767","FAM23285_1K_01319","FAM8102_1K_01441"
"group_2252","","hypothetical protein","5","5","1","1","5","20","14","","962","962","962","","FAM1450_1K_02072","FAM19191_1K_01956","FAM22076_1K_01860","FAM23285_1K_01990","FAM8102_1K_01280"
"bacF","","Transaminase BacF","5","5","1","1","4","20","15","","1178","1178","1178","","FAM1450_1K_02073","FAM19191_1K_01957","FAM22076_1K_01861","FAM23285_1K_01991","FAM8102_1K_01281"
"yafV","","Omega-amidase YafV","5","5","1","1","3","20","16","","791","791","791","","FAM1450_1K_02074","FAM19191_1K_01958","FAM22076_1K_01862","FAM23285_1K_01992","FAM8102_1K_01282"
"group_2255","","hypothetical protein","5","5","1","1","2609","141","2","","221","221","221","","FAM1450_1K_02088","FAM19191_1K_02130","FAM22076_1K_01965","FAM23285_1K_02208","FAM8102_1K_02242"
"group_2262","","hypothetical protein","5","5","1","10","5","41","2","","704","704","704","","FAM1450_1K_02100","FAM19191_1K_02040","FAM22076_1K_02005","FAM23285_1K_02096","FAM8102_1K_02137"
"pepDA_3","","Dipeptidase A","5","5","1","1","953","48","2","","275","1400","879","FAM1213_1K_00843","FAM1450_1K_01427","FAM19191_1K_01399","","FAM23285_1K_01324","FAM8102_1K_01446"
"group_2282","","hypothetical protein","5","5","1","13","6","58","6","","218","218","218","","FAM1450_1K_02172","FAM19191_1K_02005","FAM22076_1K_01999","FAM23285_1K_02033","FAM8102_1K_02085"
"group_2288","","hypothetical protein","5","5","1","1","2144","52","8","","233","233","233","","FAM1450_1K_02197","FAM19191_1K_01779","FAM22076_1K_01986","FAM23285_1K_01725","FAM8102_1K_01874"
"gadC","","Glutamate/gamma-aminobutyrate antiporter","5","5","1","1","971","96","2","","308","827","626","","FAM1450_1K_01340","FAM19191_1K_00882","FAM22076_1K_01074","FAM23285_1K_00804","FAM8102_1K_00938"
"steT_1","","Serine/threonine exchanger SteT","5","5","1","1","2014","107","1","","863","1310","960","FAM1213_1K_00894","","FAM19191_1K_01230","FAM22076_1K_00919","FAM23285_1K_01189","FAM8102_1K_01266"
"group_232","steT_2","hypothetical protein","5","5","1","1","2036","107","2","","263","1310","549","","FAM1450_1K_00839","FAM19191_1K_01231","FAM22076_1K_00918","FAM23285_1K_01190","FAM8102_1K_01267"
"group_2443","","hypothetical protein","5","5","1","1","985","9","14","","884","896","891","","FAM1450_1K_01415","FAM19191_1K_00870","FAM22076_1K_00749","FAM23285_1K_00816","FAM8102_1K_00950"
"arcA","","Arginine deiminase","5","5","1","1","1131","39","13","","215","1229","477","FAM1213_1K_01700","FAM1450_1K_01770","FAM19191_1K_01934","FAM22076_1K_01454","","FAM8102_1K_02034"
"group_2506","","hypothetical protein","5","5","1","2","82","44","1","","938","941","939","","FAM1450_1K_01908","FAM19191_1K_01720","FAM22076_1K_01624","FAM23285_1K_01689","FAM8102_1K_01823"
"group_253","","hypothetical protein","5","5","1","1","605","250","1","","842","1394","1227","FAM1213_1K_01753","FAM1450_1K_02202","FAM19191_1K_02189","FAM22076_1K_01998","","FAM8102_1K_02270"
"group_2589","","hypothetical protein","5","5","1","1","926","373","2","","1307","1310","1307","","FAM1450_1K_01834","FAM19191_1K_00974","FAM22076_1K_00989","FAM23285_1K_01035","FAM8102_1K_01072"
"yknY","","hypothetical protein","5","5","1","1","363","95","2","","1190","2336","1560","FAM1213_1K_01804","","FAM19191_1K_01062","FAM22076_1K_01108","FAM23285_1K_01091","FAM8102_1K_00629"
"group_260","yknY","putative ABC transporter ATP-binding protein YknY","5","5","1","1","362","95","1","","284","2198","1205","","FAM1450_1K_00294","FAM19191_1K_01061","FAM22076_1K_01107","FAM23285_1K_01092","FAM8102_1K_00628"
"group_261","","hypothetical protein","5","5","1","8","9","28","8","","212","1139","468","FAM1213_1K_01988","FAM1450_1K_02120","FAM19191_1K_01924","","FAM23285_1K_01872","FAM8102_1K_02033"
"group_262","","hypothetical protein","5","5","1","1","2619","14","24","","203","722","353","","FAM1450_1K_01874","FAM19191_1K_01271","FAM22076_1K_01974","FAM23285_1K_01973","FAM8102_1K_01322"
"cspL","","Cold shock protein 2","5","5","1","1","2875","20","2","","200","203","200","","FAM1450_1K_02010","FAM19191_1K_01790","FAM22076_1K_01898","FAM23285_1K_01770","FAM8102_1K_01290"
"group_2651","","hypothetical protein","5","5","1","1","1341","6","10","","1235","1247","1237","","FAM1450_1K_00375","FAM19191_1K_01524","FAM22076_1K_01981","FAM23285_1K_01765","FAM8102_1K_01570"
"rarA","","Replication-associated recombination protein A","5","5","1","1","1583","32","8","","269","1340","1116","FAM1213_1K_00032","","FAM19191_1K_00140","FAM22076_1K_00176","FAM23285_1K_00207","FAM8102_1K_00215"
"group_288","","hypothetical protein","5","5","1","1","948","69","3","","470","668","509","FAM1213_1K_00398","FAM1450_1K_01317","FAM19191_1K_00955","","FAM23285_1K_01016","FAM8102_1K_01053"
"group_292","","hypothetical protein","5","5","1","1","514","225","1","","161","254","216","","FAM1450_1K_00153","FAM19191_1K_00482","FAM22076_1K_00227","FAM23285_1K_00341","FAM8102_1K_00533"
"group_297","","hypothetical protein","5","5","1","1","1869","4","32","","299","317","309","","FAM1450_1K_01386","FAM19191_1K_00395","FAM22076_1K_01257","FAM23285_1K_00497","FAM8102_1K_00563"
"group_304","","hypothetical protein","5","5","1","1","2838","64","5","","836","1301","1208","FAM1213_1K_00826","FAM1450_1K_00809","FAM19191_1K_01474","","FAM23285_1K_01402","FAM8102_1K_01900"
"group_309","","hypothetical protein","5","5","1","2","113","23","5","","686","686","686","","FAM1450_1K_01913","FAM19191_1K_00336","FAM22076_1K_01187","FAM23285_1K_00438","FAM8102_1K_00468"
"group_314","","hypothetical protein","5","5","1","2","128","60","6","","245","533","464","","FAM1450_1K_01628","FAM19191_1K_00326","FAM22076_1K_01442","FAM23285_1K_00428","FAM8102_1K_00458"
"bglA_2","","hypothetical protein","5","5","1","1","2690","15","16","","215","968","516","","FAM1450_1K_01932","FAM19191_1K_01612","FAM22076_1K_01674","FAM23285_1K_01516","FAM8102_1K_01671"
"group_347","","Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","5","5","1","1","1733","17","6","","173","584","419","","FAM1450_1K_00051","FAM19191_1K_01046","FAM22076_1K_00341","FAM23285_1K_01121","FAM8102_1K_01172"
"arcB","","Ornithine carbamoyltransferase, catabolic","5","5","1","1","1125","39","6","","608","800","723","","FAM1450_1K_01768","FAM19191_1K_01827","FAM22076_1K_01456","FAM23285_1K_01947","FAM8102_1K_01931"
"ycaM_1","","Inner membrane transporter YcaM","5","5","1","1","1855","71","5","","977","977","977","","FAM1450_1K_00553","FAM19191_1K_00199","FAM22076_1K_00578","FAM23285_1K_00663","FAM8102_1K_00329"
"group_379","","hypothetical protein","5","5","1","2","91","85","2","","209","575","306","","FAM1450_1K_01900","FAM19191_1K_01711","FAM22076_1K_01633","FAM23285_1K_01680","FAM8102_1K_01814"
"gtaB_1","","UTP--glucose-1-phosphate uridylyltransferase","5","5","1","1","73","33","7","","875","881","876","","FAM1450_1K_00361","FAM19191_1K_01361","FAM22076_1K_01655","FAM23285_1K_01301","FAM8102_1K_01408"
"tetM","","Tetracycline resistance protein TetM from transposon TnFO1","5","5","1","1","978","9","8","","245","1925","1500","","FAM1450_1K_01334","FAM19191_1K_00876","FAM22076_1K_01068","FAM23285_1K_00810","FAM8102_1K_00944"
"group_422","","hypothetical protein","5","5","1","2","116","23","8","","521","1079","821","","FAM1450_1K_01916","FAM19191_1K_00333","FAM22076_1K_01190","FAM23285_1K_00435","FAM8102_1K_00465"
"group_424","","hypothetical protein","5","5","1","1","2096","102","3","","212","965","596","","FAM1450_1K_02147","FAM19191_1K_02117","FAM22076_1K_01870","FAM23285_1K_02200","FAM8102_1K_02201"
"group_427","","hypothetical protein","5","5","1","1","1530","244","5","","386","647","440","FAM1213_1K_00108","FAM1450_1K_02152","FAM19191_1K_02144","","FAM23285_1K_02214","FAM8102_1K_02229"
"group_429","","Putative phosphatase","5","5","1","1","1419","224","1","","518","518","518","","FAM1450_1K_01860","FAM19191_1K_02078","FAM22076_1K_01647","FAM23285_1K_02125","FAM8102_1K_02159"
"group_460","pbpB","Penicillin-binding protein 2B","5","5","1","1","2760","163","1","","1817","1817","1817","","FAM1450_1K_00699","FAM19191_1K_00858","FAM22076_1K_00298","FAM23285_1K_00797","FAM8102_1K_00931"
"group_467","","hypothetical protein","5","5","1","1","2142","52","6","","311","482","447","","FAM1450_1K_02199","FAM19191_1K_01777","FAM22076_1K_01984","FAM23285_1K_01723","FAM8102_1K_01872"
"group_517","","hypothetical protein","5","5","1","1","279","138","1","","398","686","628","","FAM1450_1K_00347","FAM19191_1K_01672","FAM22076_1K_00954","FAM23285_1K_01693","FAM8102_1K_01750"
"group_522","","hypothetical protein","5","5","1","1","1328","6","26","","278","551","489","FAM1213_1K_01646","FAM1450_1K_00384","FAM19191_1K_01169","","FAM23285_1K_01135","FAM8102_1K_01207"
"group_527","","hypothetical protein","5","5","1","1","1315","6","1","","2480","3212","3065","FAM1213_1K_01704","FAM1450_1K_00396","FAM19191_1K_01157","","FAM23285_1K_01123","FAM8102_1K_01195"
"group_530","","hypothetical protein","5","5","1","1","442","198","1","","383","425","408","","FAM1450_1K_00545","FAM19191_1K_00191","FAM22076_1K_00570","FAM23285_1K_00655","FAM8102_1K_00337"
"group_534","","hypothetical protein","5","5","1","1","593","1","55","","353","581","435","FAM1213_1K_01789","FAM1450_1K_00734","","FAM22076_1K_01010","FAM23285_1K_02085","FAM8102_1K_01662"
"group_548","","hypothetical protein","5","5","1","1","1115","178","1","","296","1166","992","","FAM1450_1K_01764","FAM19191_1K_01831","FAM22076_1K_01461","FAM23285_1K_01951","FAM8102_1K_01935"
"mmuM","","Homocysteine S-methyltransferase","5","5","1","1","2656","38","5","","299","971","702","","FAM1450_1K_00089","FAM19191_1K_01853","FAM22076_1K_01221","FAM23285_1K_01819","FAM8102_1K_01957"
"msbA_1","","Lipid A export ATP-binding/permease protein MsbA","5","5","1","1","1261","7","21","","854","1589","1321","","FAM1450_1K_00668","FAM19191_1K_01535","FAM22076_1K_01551","FAM23285_1K_01492","FAM8102_1K_01559"
"pdp","","Pyrimidine-nucleoside phosphorylase","5","5","1","1","595","1","53","","224","1121","792","","FAM1450_1K_00736","FAM19191_1K_00799","FAM22076_1K_01012","FAM23285_1K_00916","FAM8102_1K_01004"
"group_567","","hypothetical protein","5","5","1","1","884","106","3","","200","572","484","","FAM1450_1K_01311","FAM19191_1K_00949","FAM22076_1K_01725","FAM23285_1K_01010","FAM8102_1K_01047"
"group_573","","hypothetical protein","5","5","1","2","122","23","16","","146","2555","948","","FAM1450_1K_01632","FAM19191_1K_00329","FAM22076_1K_01447","FAM23285_1K_00431","FAM8102_1K_00461"
"group_576","","hypothetical protein","5","5","1","1","186","122","2","","140","281","197","","FAM1450_1K_01788","FAM19191_1K_01294","FAM22076_1K_00605","FAM23285_1K_01921","FAM8102_1K_01767"
"group_578","","hypothetical protein","5","5","1","1","2798","128","2","","884","1316","1179","","FAM1450_1K_01882","FAM19191_1K_01420","FAM22076_1K_01846","FAM23285_1K_01884","FAM8102_1K_01467"
"group_607","","hypothetical protein","5","5","1","1","2503","89","2","","191","413","354","FAM1213_1K_00316","","FAM19191_1K_00834","FAM22076_1K_00801","FAM23285_1K_01555","FAM8102_1K_01639"
"purD_1","","Phosphoribosylamine--glycine ligase","5","5","1","1","2483","5","35","","740","1259","843","FAM1213_1K_00357","FAM1450_1K_00906","FAM19191_1K_00903","","FAM23285_1K_00886","FAM8102_1K_00976"
"iscS_2","","Cysteine desulfurase IscS","5","5","1","1","1914","130","1","","977","1160","1123","FAM1213_1K_00544","","FAM19191_1K_01809","FAM22076_1K_00403","FAM23285_1K_01720","FAM8102_1K_01906"
"group_635","murJ_2","Lipid II flippase MurJ","5","5","1","1","643","22","15","","1604","1616","1613","FAM1213_1K_00568","","FAM19191_1K_00616","FAM22076_1K_00717","FAM23285_1K_00608","FAM8102_1K_00747"
"group_636","","hypothetical protein","5","5","1","1","641","22","16","","236","236","236","FAM1213_1K_00569","","FAM19191_1K_00617","FAM22076_1K_00718","FAM23285_1K_00609","FAM8102_1K_00748"
"group_666","","hypothetical protein","5","5","1","1","1014","48","7","","521","1301","1145","FAM1213_1K_00842","","FAM19191_1K_01396","FAM22076_1K_00764","FAM23285_1K_01321","FAM8102_1K_01443"
"group_683","","hypothetical protein","5","5","1","1","2590","129","2","","269","422","367","FAM1213_1K_01081","FAM1450_1K_01166","FAM19191_1K_01668","","FAM23285_1K_01609","FAM8102_1K_01721"
"group_684","","hypothetical protein","5","5","1","1","2603","40","13","","353","413","389","FAM1213_1K_01088","","FAM19191_1K_02069","FAM22076_1K_00865","FAM23285_1K_02056","FAM8102_1K_02154"
"group_700","","hypothetical protein","5","5","1","1","2699","15","7","","338","929","810","FAM1213_1K_01247","FAM1450_1K_02134","FAM19191_1K_01617","","FAM23285_1K_01521","FAM8102_1K_01676"
"group_702","","hypothetical protein","5","5","1","1","2675","397","1","","710","1100","866","","FAM1450_1K_02079","FAM19191_1K_02072","FAM22076_1K_01659","FAM23285_1K_02130","FAM8102_1K_02164"
"bin3","","Putative transposon Tn552 DNA-invertase bin3","5","5","1","4","64","3","45","","209","584","481","FAM1213_1K_01274","FAM1450_1K_01791","FAM19191_1K_00545","","FAM23285_1K_00746","FAM8102_1K_00677"
"group_739","","hypothetical protein","5","5","1","1","1325","6","30","","272","503","318","FAM1213_1K_01651","FAM1450_1K_00387","FAM19191_1K_01166","","FAM23285_1K_01132","FAM8102_1K_01204"
"group_751","","hypothetical protein","5","5","1","1","591","1","57","","383","980","518","FAM1213_1K_01790","FAM1450_1K_00732","","FAM22076_1K_01008","FAM23285_1K_02083","FAM8102_1K_01660"
"group_756","","hypothetical protein","5","5","1","1","1983","90","1","","263","851","596","FAM1213_1K_01856","","FAM19191_1K_01066","FAM22076_1K_01756","FAM23285_1K_01087","FAM8102_1K_00633"
"group_758","","hypothetical protein","5","5","1","1","195","47","2","","389","551","489","FAM1213_1K_01873","","FAM19191_1K_01303","FAM22076_1K_00597","FAM23285_1K_01562","FAM8102_1K_01624"
"group_781","","hypothetical protein","5","5","1","1","31","83","5","","302","647","371","FAM1213_1K_02040","FAM1450_1K_01850","FAM19191_1K_02146","FAM22076_1K_01598","","FAM8102_1K_02231"
"group_788","","hypothetical protein","5","5","1","1","561","1","44","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","341","878","478","FAM1213_1K_02070","FAM1450_1K_01363","","FAM22076_1K_01350","FAM23285_1K_01978","FAM8102_1K_02066"
"group_790","","hypothetical protein","5","5","1","1","1727","216","1","","1037","1271","1166","","FAM1450_1K_00057","FAM19191_1K_01040","FAM22076_1K_00347","FAM23285_1K_01115","FAM8102_1K_01166"
"group_791","","hypothetical protein","5","5","1","1","1705","24","10","","347","518","390","","FAM1450_1K_00069","FAM19191_1K_01028","FAM22076_1K_00359","FAM23285_1K_01103","FAM8102_1K_01154"
"rocC","","Amino-acid permease RocC","5","5","1","1","2655","38","2","","740","1013","903","","FAM1450_1K_00087","FAM19191_1K_01852","FAM22076_1K_01223","FAM23285_1K_01818","FAM8102_1K_01956"
"appA","","Oligopeptide-binding protein AppA","5","5","1","1","1453","74","4","","1751","1763","1753","","FAM1450_1K_00199","FAM19191_1K_00367","FAM22076_1K_00131","FAM23285_1K_00846","FAM8102_1K_00499"
"group_803","","hypothetical protein","5","5","1","1","267","42","7","","356","368","365","","FAM1450_1K_00357","FAM19191_1K_01356","FAM22076_1K_00944","FAM23285_1K_01296","FAM8102_1K_01403"
"group_804","","hypothetical protein","5","5","1","1","266","42","8","","284","392","348","","FAM1450_1K_00358","FAM19191_1K_01357","FAM22076_1K_00943","FAM23285_1K_01297","FAM8102_1K_01404"
"group_805","","hypothetical protein","5","5","1","1","265","42","9","","227","527","466","","FAM1450_1K_00359","FAM19191_1K_01623","FAM22076_1K_00580","FAM23285_1K_01582","FAM8102_1K_01682"
"group_806","","hypothetical protein","5","5","1","1","293","78","3","","266","272","269","","FAM1450_1K_00658","FAM19191_1K_01861","FAM22076_1K_01469","FAM23285_1K_01896","FAM8102_1K_01938"
"group_807","","hypothetical protein","5","5","1","1","1256","7","27","","479","839","767","","FAM1450_1K_00674","FAM19191_1K_01529","FAM22076_1K_01557","FAM23285_1K_01486","FAM8102_1K_01553"
"aroD","","hypothetical protein","5","5","1","1","1239","12","8","","152","740","269","","FAM1450_1K_00690","FAM19191_1K_01179","FAM22076_1K_01039","FAM23285_1K_01145","FAM8102_1K_01217"
"aroE","","Shikimate dehydrogenase (NADP(+))","5","5","1","1","1236","12","5","","158","851","573","","FAM1450_1K_00693","FAM19191_1K_01176","FAM22076_1K_01041","FAM23285_1K_01142","FAM8102_1K_01214"
"group_815","","hypothetical protein","5","5","1","1","2082","10","28","","212","308","250","","FAM1450_1K_00842","FAM19191_1K_01227","FAM22076_1K_00922","FAM23285_1K_01186","FAM8102_1K_01263"
"group_817","","hypothetical protein","5","5","1","1","1678","112","1","","755","1487","1194","","FAM1450_1K_00979","FAM19191_1K_00926","FAM22076_1K_00383","FAM23285_1K_00912","FAM8102_1K_01000"
"glcR","","HTH-type transcriptional repressor GlcR","5","5","1","1","2053","73","2","","215","764","652","","FAM1450_1K_01279","FAM19191_1K_01480","FAM22076_1K_01300","FAM23285_1K_01544","FAM8102_1K_01608"
"group_822","","hypothetical protein","5","5","1","1","977","9","5","","458","527","502","","FAM1450_1K_01335","FAM19191_1K_00877","FAM22076_1K_01069","FAM23285_1K_00809","FAM8102_1K_00943"
"group_823","","hypothetical protein","5","5","1","1","1035","43","9","","365","608","539","","FAM1450_1K_01399","FAM19191_1K_01586","FAM22076_1K_01736","FAM23285_1K_00457","FAM8102_1K_01613"
"prtP","","PII-type proteinase","5","5","1","1","909","34","7","","4310","4970","4838","","FAM1450_1K_01673","FAM19191_1K_01835","FAM22076_1K_01718","FAM23285_1K_01821","FAM8102_1K_01909"
"group_826","","hypothetical protein","5","5","1","2","106","68","3","","593","773","639","","FAM1450_1K_01886","FAM19191_1K_00343","FAM22076_1K_01181","FAM23285_1K_00445","FAM8102_1K_00475"
"group_832","","hypothetical protein","5","5","1","1","1030","43","7","","827","1592","1439","","FAM1450_1K_01989","FAM19191_1K_01590","FAM22076_1K_01744","FAM23285_1K_00461","FAM8102_1K_01617"
"group_834","gmuR_2","HTH-type transcriptional regulator GmuR","5","5","1","10","4","41","5","","494","722","676","","FAM1450_1K_02097","FAM19191_1K_02044","FAM22076_1K_01936","FAM23285_1K_02100","FAM8102_1K_02141"
"group_836","","hypothetical protein","5","5","1","1","2626","14","27","","287","677","404","","FAM1450_1K_02183","FAM19191_1K_01273","FAM22076_1K_00387","FAM23285_1K_01971","FAM8102_1K_01320"
"group_874","","hypothetical protein","5","5","1","1","215","268","1","","449","449","449","FAM1213_1K_00199","FAM1450_1K_00853","","FAM22076_1K_00585","FAM23285_1K_02037","FAM8102_1K_02136"
"group_875","","hypothetical protein","5","5","1","1","203","133","1","","137","239","218","FAM1213_1K_00210","FAM1450_1K_00863","FAM19191_1K_01744","","FAM23285_1K_01676","FAM8102_1K_01830"
"group_9","","hypothetical protein","5","5","1","1","284","62","2","","317","1127","768","FAM1213_1K_01851","FAM1450_1K_00664","FAM19191_1K_01867","","FAM23285_1K_01890","FAM8102_1K_01944"
"group_919","","hypothetical protein","5","5","1","1","938","173","1","","422","422","422","FAM1213_1K_00389","","FAM19191_1K_00963","FAM22076_1K_01000","FAM23285_1K_01024","FAM8102_1K_01061"
"group_92","","hypothetical protein","5","5","1","2","137","100","2","","644","1178","798","","FAM1450_1K_01260","FAM19191_1K_00316","FAM22076_1K_01051","FAM23285_1K_00418","FAM8102_1K_00448"
"group_94","","hypothetical protein","5","5","1","1","1364","56","5","","383","572","530","","FAM1450_1K_00371","FAM19191_1K_01520","FAM22076_1K_01173","FAM23285_1K_01761","FAM8102_1K_01566"
"group_974","","hypothetical protein","5","5","1","1","101","215","1","","902","914","904","FAM1213_1K_00641","","FAM19191_1K_01636","FAM22076_1K_01797","FAM23285_1K_01589","FAM8102_1K_01704"
"group_1024","","hypothetical protein","4","4","1","1","2815","140","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","602","1886","923","FAM1213_1K_00814","","FAM19191_1K_01977","","FAM23285_1K_01988","FAM8102_1K_02076"
"group_1041","","hypothetical protein","4","4","1","1","2064","10","19","","203","575","296","FAM1213_1K_00884","","FAM19191_1K_01214","","FAM23285_1K_01173","FAM8102_1K_01250"
"crr","","PTS system glucose-specific EIIA component","4","4","1","1","2078","10","24","","485","485","485","FAM1213_1K_00888","","FAM19191_1K_01224","","FAM23285_1K_01183","FAM8102_1K_01260"
"group_1071","","hypothetical protein","4","4","1","1","2104","61","2","","908","1148","968","FAM1213_1K_01018","","FAM19191_1K_01949","","FAM23285_1K_02157","FAM8102_1K_02042"
"udk","","Uridine kinase","4","4","1","1","2105","61","3","","632","635","634","FAM1213_1K_01019","","FAM19191_1K_01948","","FAM23285_1K_02156","FAM8102_1K_02043"
"group_1131","","hypothetical protein","4","4","1","1","2884","236","8","","500","500","500","FAM1213_1K_01333","FAM1450_1K_02192","","FAM22076_1K_01901","","FAM8102_1K_02286"
"group_114","","hypothetical protein","4","4","1","1","2042","31","6","","191","296","238","","","FAM19191_1K_01488","FAM22076_1K_01308","FAM23285_1K_01536","FAM8102_1K_01600"
"group_115","","hypothetical protein","4","4","1","1","2018","79","2","","191","191","191","","","FAM19191_1K_01634","FAM22076_1K_00899","FAM23285_1K_01917","FAM8102_1K_01702"
"dhaK","","hypothetical protein","4","4","1","1","754","36","9","","179","995","383","FAM1213_1K_01584","","FAM19191_1K_00094","","FAM23285_1K_00085","FAM8102_1K_00094"
"group_1188","","hypothetical protein","4","4","1","1","268","42","6","","263","773","390","FAM1213_1K_01688","","FAM19191_1K_01355","","FAM23285_1K_01295","FAM8102_1K_01402"
"group_1189","","hypothetical protein","4","4","1","1","64","33","5","","455","563","482","FAM1213_1K_01691","","FAM19191_1K_01359","","FAM23285_1K_01299","FAM8102_1K_01406"
"group_1220","","hypothetical protein","4","4","1","1","292","78","2","","551","551","551","FAM1213_1K_01846","","FAM19191_1K_01862","","FAM23285_1K_01895","FAM8102_1K_01939"
"group_1233","","hypothetical protein","4","4","1","4","67","3","35","","1454","1592","1557","FAM1213_1K_01922","","FAM19191_1K_00542","","FAM23285_1K_01695","FAM8102_1K_00674"
"group_1234","","hypothetical protein","4","4","1","4","71","3","30","","284","578","504","FAM1213_1K_01927","","FAM19191_1K_00539","","FAM23285_1K_01698","FAM8102_1K_00671"
"group_1246","","hypothetical protein","4","4","1","4","41","16","6","","623","1049","942","FAM1213_1K_02008","","FAM19191_1K_00568","","FAM23285_1K_00769","FAM8102_1K_00700"
"fokIM","","Modification methylase FokI","4","4","1","4","44","16","20","","458","1934","1565","FAM1213_1K_02011","","FAM19191_1K_00565","","FAM23285_1K_00766","FAM8102_1K_00697"
"group_1252","","hypothetical protein","4","4","1","4","46","16","18","","1163","1205","1194","FAM1213_1K_02043","","FAM19191_1K_00563","","FAM23285_1K_00764","FAM8102_1K_00695"
"group_1258","","hypothetical protein","4","4","1","4","53","16","11","","401","2060","1645","FAM1213_1K_02073","","FAM19191_1K_00556","","FAM23285_1K_00757","FAM8102_1K_00688"
"group_1261","","hypothetical protein","4","4","1","4","39","16","4","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","161","161","161","FAM1213_1K_02093","","FAM19191_1K_00570","","FAM23285_1K_00771","FAM8102_1K_00702"
"group_1269","","hypothetical protein","4","4","1","1","2622","14","7","","236","458","291","","FAM1450_1K_02069","FAM19191_1K_01277","","FAM23285_1K_01409","FAM8102_1K_01316"
